Road Segment ID,V058700,Road Segment Name,五權西路-益豐路(往北)
Date and Time,Average Speed (km\h),Traffic Volume
2022/01/04 1400,26,140
2022/01/04 1500,23,159
2022/01/04 1600,27,24
2022/01/04 1700,31,176
2022/01/04 1800,34,317
2022/01/04 1900,33,206
2022/01/04 2000,26,115
2022/01/04 2100,22,76
2022/01/04 2200,20,92
2022/01/04 2300,11,39
2022/01/05 0000,20,19
2022/01/05 0100,19,17
2022/01/05 0200,18,4
2022/01/05 0300,9,5
2022/01/05 0400,14,8
2022/01/05 0500,9,14
2022/01/05 0600,19,13
2022/01/05 0700,21,45
2022/01/05 0800,30,251
2022/01/05 0900,33,312
2022/01/05 1000,30,200
2022/01/05 1100,28,147
2022/01/05 1200,30,157
2022/01/05 1300,22,140
2022/01/05 1400,24,131
2022/01/05 1500,26,155
2022/01/05 1600,24,74
2022/01/05 1700,27,196
2022/01/05 1800,32,282
2022/01/05 1900,33,237
2022/01/05 2000,28,96
2022/01/05 2100,28,86
2022/01/05 2200,24,61
2022/01/05 2300,19,22
2022/01/06 0000,15,20
2022/01/06 0100,23,10
2022/01/06 0200,5,6
2022/01/06 0300,26,5
2022/01/06 0400,13,12
2022/01/06 0500,9,10
2022/01/06 0600,18,8
2022/01/06 0700,18,42
2022/01/06 0800,32,280
2022/01/06 0900,32,280
2022/01/06 1000,32,186
2022/01/06 1100,25,146
2022/01/06 1200,25,153
2022/01/06 1300,23,118
2022/01/06 1400,29,146
2022/01/06 1500,26,158
2022/01/06 1600,26,129
2022/01/06 1700,29,193
2022/01/06 1800,32,241
2022/01/06 1900,31,216
2022/01/06 2000,27,100
2022/01/06 2100,21,77
2022/01/06 2200,27,71
2022/01/06 2300,25,25
2022/01/07 0000,17,10
2022/01/07 0100,13,21
2022/01/07 0200,16,8
2022/01/07 0300,10,7
2022/01/07 0400,7,3
2022/01/07 0500,10,9
2022/01/07 0600,7,10
2022/01/07 0700,17,39
2022/01/07 0800,31,229
2022/01/07 0900,34,275
2022/01/07 1000,30,171
2022/01/07 1100,26,174
2022/01/07 1200,27,197
2022/01/07 1300,25,149
2022/01/07 1400,26,171
2022/01/07 1500,30,154
2022/01/07 1600,27,148
2022/01/07 1700,29,167
2022/01/07 1800,32,347
2022/01/07 1900,26,290
2022/01/07 2000,29,169
2022/01/07 2100,26,81
2022/01/07 2200,31,103
2022/01/07 2300,17,36
2022/01/08 0000,20,25
2022/01/08 0100,17,14
2022/01/08 0200,24,14
2022/01/08 0300,16,9
2022/01/08 0400,13,5
2022/01/08 0500,1,7
2022/01/08 0600,9,5
2022/01/08 0700,18,17
2022/01/08 0800,20,65
2022/01/08 0900,26,110
2022/01/08 1000,26,134
2022/01/08 1100,26,159
2022/01/08 1200,30,201
2022/01/08 1300,29,135
2022/01/08 1400,29,144
2022/01/08 1500,24,138
2022/01/08 1600,27,175
2022/01/08 1700,27,183
2022/01/08 1800,30,198
2022/01/08 1900,26,138
2022/01/08 2000,25,79
2022/01/08 2100,24,57
2022/01/08 2200,23,66
2022/01/08 2300,18,45
2022/01/09 0000,15,18
2022/01/09 0100,15,15
2022/01/09 0200,9,15
2022/01/09 0300,19,10
2022/01/09 0400,11,5
2022/01/09 0500,12,9
2022/01/09 0600,10,13
2022/01/09 0700,13,17
2022/01/09 0800,22,41
2022/01/09 0900,24,77
2022/01/09 1000,29,104
2022/01/09 1100,26,104
2022/01/09 1200,30,176
2022/01/09 1300,29,122
2022/01/09 1400,23,98
2022/01/09 1500,26,113
2022/01/09 1600,28,118
2022/01/09 1700,28,151
2022/01/09 1800,30,180
2022/01/09 1900,26,123
2022/01/09 2000,29,76
2022/01/09 2100,25,70
2022/01/09 2200,24,42
2022/01/09 2300,22,22
2022/01/10 0000,11,13
2022/01/10 0100,11,9
2022/01/10 0200,13,4
2022/01/10 0300,17,3
2022/01/10 0400,11,5
2022/01/10 0500,11,5
2022/01/10 0600,14,11
2022/01/10 0700,13,49
2022/01/10 0800,28,293
2022/01/10 0900,33,295
2022/01/10 1000,29,141
2022/01/10 1100,26,116
2022/01/10 1200,30,148
2022/01/10 1300,27,155
2022/01/10 1400,20,106
2022/01/10 1500,27,173
2022/01/10 1600,25,173
2022/01/10 1700,32,250
2022/01/10 1800,33,274
2022/01/10 1900,32,248
2022/01/10 2000,26,129
2022/01/10 2100,25,77
2022/01/10 2200,22,68
2022/01/10 2300,21,45
2022/01/11 0000,17,19
2022/01/11 0100,17,20
2022/01/11 0200,20,4
2022/01/11 0300,17,6
2022/01/11 0400,14,7
2022/01/11 0500,8,5
2022/01/11 0600,8,12
2022/01/11 0700,13,49
2022/01/11 0800,30,270
2022/01/11 0900,34,273
2022/01/11 1000,29,116
2022/01/11 1100,27,131
2022/01/11 1200,28,147
2022/01/11 1300,26,132
2022/01/11 1400,30,155
2022/01/11 1500,26,151
2022/01/11 1600,27,184
2022/01/11 1700,32,199
2022/01/11 1800,32,308
2022/01/11 1900,32,252
2022/01/11 2000,26,112
2022/01/11 2100,28,102
2022/01/11 2200,21,101
2022/01/11 2300,21,42
2022/01/12 0000,13,14
2022/01/12 0100,30,11
2022/01/12 0200,14,9
2022/01/12 0300,23,8
2022/01/12 0400,6,8
2022/01/12 0500,16,9
2022/01/12 0600,14,9
2022/01/12 0700,23,39
2022/01/12 0800,29,277
2022/01/12 0900,31,332
2022/01/12 1000,29,184
2022/01/12 1100,26,122
2022/01/12 1200,25,147
2022/01/12 1300,29,132
2022/01/12 1400,29,133
2022/01/12 1500,25,138
2022/01/12 1600,27,165
2022/01/12 1700,30,191
2022/01/12 1800,32,266
2022/01/12 1900,32,251
2022/01/12 2000,31,112
2022/01/12 2100,28,77
2022/01/12 2200,26,60
2022/01/12 2300,24,46
2022/01/13 0000,22,13
2022/01/13 0100,25,14
2022/01/13 0200,14,8
2022/01/13 0300,9,6
2022/01/13 0400,11,10
2022/01/13 0500,5,5
2022/01/13 0600,11,7
2022/01/13 0700,10,50
2022/01/13 0800,32,272
2022/01/13 0900,35,259
2022/01/13 1000,28,191
2022/01/13 1100,26,146
2022/01/13 1200,24,161
2022/01/13 1300,25,159
2022/01/13 1400,27,139
2022/01/13 1500,30,163
2022/01/13 1600,27,125
2022/01/13 1700,32,241
2022/01/13 1800,32,316
2022/01/13 1900,29,233
2022/01/13 2000,26,117
2022/01/13 2100,25,108
2022/01/13 2200,29,81
2022/01/13 2300,21,26
2022/01/14 0000,22,28
2022/01/14 0100,10,9
2022/01/14 0200,13,11
2022/01/14 0300,9,2
2022/01/14 0400,0,6
2022/01/14 0500,18,13
2022/01/14 0600,9,5
2022/01/14 0700,16,39
2022/01/14 0800,28,253
2022/01/14 0900,34,235
2022/01/14 1000,28,140
2022/01/14 1100,28,172
2022/01/14 1200,28,159
2022/01/14 1300,25,144
2022/01/14 1400,27,191
2022/01/14 1500,23,122
2022/01/14 1600,25,179
2022/01/14 1700,27,192
2022/01/14 1800,31,292
2022/01/14 1900,30,270
2022/01/14 2000,29,127
2022/01/14 2100,27,98
2022/01/14 2200,25,80
2022/01/14 2300,21,40
2022/01/15 0000,12,21
2022/01/15 0100,10,7
2022/01/15 0200,11,9
2022/01/15 0300,19,13
2022/01/15 0400,17,10
2022/01/15 0500,9,5
2022/01/15 0600,12,15
2022/01/15 0700,13,31
2022/01/15 0800,23,91
2022/01/15 0900,28,113
2022/01/15 1000,31,163
2022/01/15 1100,30,153
2022/01/15 1200,29,224
2022/01/15 1300,26,134
2022/01/15 1400,26,149
2022/01/15 1500,27,171
2022/01/15 1600,26,140
2022/01/15 1700,27,165
2022/01/15 1800,30,207
2022/01/15 1900,31,128
2022/01/15 2000,27,87
2022/01/15 2100,23,62
2022/01/15 2200,25,86
2022/01/15 2300,24,36
2022/01/16 0000,18,36
2022/01/16 0100,15,14
2022/01/16 0200,15,8
2022/01/16 0300,16,11
2022/01/16 0400,17,8
2022/01/16 0500,10,9
2022/01/16 0600,20,12
2022/01/16 0700,15,12
2022/01/16 0800,16,55
2022/01/16 0900,17,35
2022/01/16 1000,24,99
2022/01/16 1100,28,122
2022/01/16 1200,28,166
2022/01/16 1300,28,131
2022/01/16 1400,23,110
2022/01/16 1500,27,135
2022/01/16 1600,28,108
2022/01/16 1700,29,144
2022/01/16 1800,30,152
2022/01/16 1900,25,98
2022/01/16 2000,23,92
2022/01/16 2100,27,44
2022/01/16 2200,23,63
2022/01/16 2300,24,40
2022/01/17 0000,18,19
2022/01/17 0100,10,19
2022/01/17 0200,25,5
2022/01/17 0300,23,8
2022/01/17 0400,1,7
2022/01/17 0500,19,5
2022/01/17 0600,6,9
2022/01/17 0700,20,49
2022/01/17 0800,30,267
2022/01/17 0900,35,294
2022/01/17 1000,28,180
2022/01/17 1100,28,142
2022/01/17 1200,26,186
2022/01/17 1300,26,156
2022/01/17 1400,27,154
2022/01/17 1500,24,179
2022/01/17 1600,30,149
2022/01/17 1700,31,219
2022/01/17 1800,33,217
2022/01/17 1900,29,163
2022/01/17 2000,30,111
2022/01/17 2100,20,77
2022/01/17 2200,18,41
2022/01/17 2300,22,32
2022/01/18 0000,12,14
2022/01/18 0100,10,4
2022/01/18 0200,27,4
2022/01/18 0300,5,5
2022/01/18 0400,16,4
2022/01/18 0500,19,9
2022/01/18 0600,23,5
2022/01/18 0700,18,48
2022/01/18 0800,32,241
2022/01/18 0900,36,257
2022/01/18 1000,29,157
2022/01/18 1100,25,140
2022/01/18 1200,28,151
2022/01/18 1300,30,126
2022/01/18 1400,28,126
2022/01/18 1500,22,138
2022/01/18 1600,30,187
2022/01/18 1700,28,212
2022/01/18 1800,32,303
2022/01/18 1900,33,248
2022/01/18 2000,31,132
2022/01/18 2100,20,72
2022/01/18 2200,23,91
2022/01/18 2300,18,43
2022/01/19 0000,24,9
2022/01/19 0100,15,11
2022/01/19 0200,16,4
2022/01/19 0300,10,6
2022/01/19 0400,0,2
2022/01/19 0500,6,12
2022/01/19 0600,9,12
2022/01/19 0700,21,38
2022/01/19 0800,30,233
2022/01/19 0900,34,325
2022/01/19 1000,28,184
2022/01/19 1100,27,148
2022/01/19 1200,25,185
2022/01/19 1300,28,144
2022/01/19 1400,27,167
2022/01/19 1500,29,127
2022/01/19 1600,28,156
2022/01/19 1700,31,180
2022/01/19 1800,34,338
2022/01/19 1900,33,266
2022/01/19 2000,31,137
2022/01/19 2100,24,77
2022/01/19 2200,27,62
2022/01/19 2300,15,30
2022/01/20 0000,15,15
2022/01/20 0100,26,11
2022/01/20 0200,6,6
2022/01/20 0300,12,7
2022/01/20 0400,9,6
2022/01/20 0500,14,13
2022/01/20 0600,21,13
2022/01/20 0700,15,45
2022/01/20 0800,28,234
2022/01/20 0900,35,293
2022/01/20 1000,28,167
2022/01/20 1100,27,181
2022/01/20 1200,26,210
2022/01/20 1300,26,151
2022/01/20 1400,26,101
2022/01/20 1500,25,125
2022/01/20 1600,30,170
2022/01/20 1700,31,227
2022/01/20 1800,33,342
2022/01/20 1900,32,255
2022/01/20 2000,27,139
2022/01/20 2100,30,110
2022/01/20 2200,31,86
2022/01/20 2300,24,34
2022/01/21 0000,20,21
2022/01/21 0100,16,7
2022/01/21 0200,5,8
2022/01/21 0300,16,3
2022/01/21 0400,12,10
2022/01/21 0500,0,6
2022/01/21 0600,16,7
2022/01/21 0700,15,33
2022/01/21 0800,27,139
2022/01/21 0900,35,281
2022/01/21 1000,29,168
2022/01/21 1100,29,133
2022/01/21 1200,24,160
2022/01/21 1300,28,134
2022/01/21 1400,28,143
2022/01/21 1500,27,154
2022/01/21 1600,28,169
2022/01/21 1700,30,180
2022/01/21 1800,28,287
2022/01/21 1900,24,320
2022/01/21 2000,27,162
2022/01/21 2100,27,77
2022/01/21 2200,22,75
2022/01/21 2300,24,40
2022/01/22 0000,20,18
2022/01/22 0100,9,10
2022/01/22 0200,12,9
2022/01/22 0300,19,10
2022/01/22 0400,14,12
2022/01/22 0500,15,8
2022/01/22 0600,24,5
2022/01/22 0700,16,29
2022/01/22 0800,28,129
2022/01/22 0900,35,211
2022/01/22 1000,30,169
2022/01/22 1100,26,145
2022/01/22 1200,24,49
2022/01/22 1300,31,148
2022/01/22 1400,28,138
2022/01/22 1500,30,157
2022/01/22 1600,32,170
2022/01/22 1700,26,231
2022/01/22 1800,29,199
2022/01/22 1900,31,199
2022/01/22 2000,31,101
2022/01/22 2100,23,85
2022/01/22 2200,24,83
2022/01/22 2300,19,32
2022/01/23 0000,24,22
2022/01/23 0100,22,21
2022/01/23 0200,17,10
2022/01/23 0300,20,11
2022/01/23 0400,16,6
2022/01/23 0500,16,5
2022/01/23 0600,12,11
2022/01/23 0700,18,26
2022/01/23 0800,18,41
2022/01/23 0900,21,51
2022/01/23 1000,27,87
2022/01/23 1100,26,134
2022/01/23 1200,29,167
2022/01/23 1300,28,111
2022/01/23 1400,25,138
2022/01/23 1500,26,101
2022/01/23 1600,31,112
2022/01/23 1700,28,133
2022/01/23 1800,30,126
2022/01/23 1900,27,95
2022/01/23 2000,25,93
2022/01/23 2100,26,68
2022/01/23 2200,21,50
2022/01/23 2300,15,22
2022/01/24 0000,21,18
2022/01/24 0100,20,14
2022/01/24 0200,13,14
2022/01/24 0300,4,3
2022/01/24 0400,6,5
2022/01/24 0500,4,5
2022/01/24 0600,14,10
2022/01/24 0700,7,34
2022/01/24 0800,27,154
2022/01/24 0900,33,229
2022/01/24 1000,30,120
2022/01/24 1100,23,143
2022/01/24 1200,27,153
2022/01/24 1300,29,115
2022/01/24 1400,24,144
2022/01/24 1500,25,148
2022/01/24 1600,29,146
2022/01/24 1700,30,189
2022/01/24 1800,31,249
2022/01/24 1900,34,244
2022/01/24 2000,26,111
2022/01/24 2100,25,80
2022/01/24 2200,24,80
2022/01/24 2300,25,32
2022/01/25 0000,19,25
2022/01/25 0100,21,17
2022/01/25 0200,15,14
2022/01/25 0300,4,2
2022/01/25 0400,5,5
2022/01/25 0500,0,4
2022/01/25 0600,5,13
2022/01/25 0700,14,41
2022/01/25 0800,29,138
2022/01/25 0900,36,295
2022/01/25 1000,28,199
2022/01/25 1100,28,143
2022/01/25 1200,28,193
2022/01/25 1300,27,171
2022/01/25 1400,30,177
2022/01/25 1500,28,179
2022/01/25 1600,27,152
2022/01/25 1700,33,184
2022/01/25 1800,30,220
2022/01/25 1900,28,270
2022/01/25 2000,27,127
2022/01/25 2100,25,80
2022/01/25 2200,29,83
2022/01/25 2300,21,40
2022/01/26 0000,15,27
2022/01/26 0100,14,11
2022/01/26 0200,11,7
2022/01/26 0300,25,6
2022/01/26 0400,5,9
2022/01/26 0500,5,11
2022/01/26 0600,12,6
2022/01/26 0700,15,36
2022/01/26 0800,28,172
2022/01/26 0900,36,270
2022/01/26 1000,34,174
2022/01/26 1100,25,153
2022/01/26 1200,27,165
2022/01/26 1300,28,170
2022/01/26 1400,25,157
2022/01/26 1500,30,172
2022/01/26 1600,29,168
2022/01/26 1700,27,220
2022/01/26 1800,35,269
2022/01/26 1900,32,165
2022/01/26 2000,29,124
2022/01/26 2100,21,89
2022/01/26 2200,29,67
2022/01/26 2300,27,42
2022/01/27 0000,21,19
2022/01/27 0100,19,14
2022/01/27 0200,19,9
2022/01/27 0300,24,8
2022/01/27 0400,11,5
2022/01/27 0500,11,11
2022/01/27 0600,14,5
2022/01/27 0700,16,36
2022/01/27 0800,29,198
2022/01/27 0900,34,270
2022/01/27 1000,28,216
2022/01/27 1100,30,137
2022/01/27 1200,27,179
2022/01/27 1300,23,164
2022/01/27 1400,30,163
2022/01/27 1500,28,132
2022/01/27 1600,23,138
2022/01/27 1700,31,204
2022/01/27 1800,32,171
2022/01/27 1900,33,209
2022/01/27 2000,27,119
2022/01/27 2100,23,101
2022/01/27 2200,26,83
2022/01/27 2300,20,35
2022/01/28 0000,21,29
2022/01/28 0100,18,19
2022/01/28 0200,19,8
2022/01/28 0300,12,7
2022/01/28 0400,5,5
2022/01/28 0500,12,9
2022/01/28 0600,27,12
2022/01/28 0700,17,34
2022/01/28 0800,30,153
2022/01/28 0900,36,287
2022/01/28 1000,28,193
2022/01/28 1100,26,187
2022/01/28 1200,27,180
2022/01/28 1300,30,169
2022/01/28 1400,24,179
2022/01/28 1500,28,173
2022/01/28 1600,25,205
2022/01/28 1700,30,277
2022/01/28 1800,32,240
2022/01/28 1900,32,220
2022/01/28 2000,29,122
2022/01/28 2100,24,90
2022/01/28 2200,28,61
2022/01/28 2300,20,46
2022/01/29 0000,3,13
2022/01/29 0100,8,27
2022/01/29 0200,19,7
2022/01/29 0300,30,11
2022/01/29 0400,10,10
2022/01/29 0500,7,7
2022/01/29 0600,3,9
2022/01/29 0700,14,16
2022/01/29 0800,14,52
2022/01/29 0900,26,79
2022/01/29 1000,27,85
2022/01/29 1100,25,153
2022/01/29 1200,30,179
2022/01/29 1300,30,143
2022/01/29 1400,27,136
2022/01/29 1500,28,137
2022/01/29 1600,29,165
2022/01/29 1700,31,152
2022/01/29 1800,29,148
2022/01/29 1900,30,117
2022/01/29 2000,27,74
2022/01/29 2100,26,57
2022/01/29 2200,25,46
2022/01/29 2300,22,37
2022/01/30 0000,23,23
2022/01/30 0100,12,16
2022/01/30 0200,29,11
2022/01/30 0300,5,7
2022/01/30 0400,13,5
2022/01/30 0500,13,9
2022/01/30 0600,17,10
2022/01/30 0700,17,11
2022/01/30 0800,11,30
2022/01/30 0900,25,56
2022/01/30 1000,24,101
2022/01/30 1100,26,97
2022/01/30 1200,26,109
2022/01/30 1300,30,115
2022/01/30 1400,28,94
2022/01/30 1500,30,103
2022/01/30 1600,31,116
2022/01/30 1700,30,146
2022/01/30 1800,31,126
2022/01/30 1900,28,109
2022/01/30 2000,29,51
2022/01/30 2100,25,37
2022/01/30 2200,29,43
2022/01/30 2300,21,26
2022/01/31 0000,25,15
2022/01/31 0100,15,12
2022/01/31 0200,16,5
2022/01/31 0300,12,8
2022/01/31 0400,13,10
2022/01/31 0500,0,2
2022/01/31 0600,17,6
2022/01/31 0700,14,15
2022/01/31 0800,16,32
2022/01/31 0900,16,39
2022/01/31 1000,17,49
2022/01/31 1100,20,73
2022/01/31 1200,23,91
2022/01/31 1300,27,61
2022/01/31 1400,27,82
2022/01/31 1500,27,117
2022/01/31 1600,26,94
2022/01/31 1700,23,72
2022/01/31 1800,30,61
2022/01/31 1900,24,35
2022/01/31 2000,24,31
2022/01/31 2100,24,26
2022/01/31 2200,25,46
2022/01/31 2300,26,33
