Road Segment ID,V003340,Road Segment Name,中清路二段(經貿一路~大鵬路間)(向南)
Date and Time,Average Speed (km\h),Traffic Volume
2022/03/15 0000,62,232
2022/03/15 0100,58,165
2022/03/15 0200,0,0
2022/03/15 0300,57,43
2022/03/15 0400,59,89
2022/03/15 0500,57,99
2022/03/15 0600,55,160
2022/03/15 0700,59,383
2022/03/15 0800,55,782
2022/03/15 0900,54,720
2022/03/15 1000,58,656
2022/03/15 1100,56,773
2022/03/15 1200,57,780
2022/03/15 1300,60,721
2022/03/15 1400,56,856
2022/03/15 1500,56,733
2022/03/15 1600,57,863
2022/03/15 1700,53,916
2022/03/15 1800,51,1023
2022/03/15 1900,51,1014
2022/03/15 2000,56,776
2022/03/15 2100,60,673
2022/03/15 2200,58,657
2022/03/15 2300,61,446
2022/03/16 0000,64,319
2022/03/16 0100,60,223
2022/03/16 0200,58,157
2022/03/16 0300,59,136
2022/03/16 0400,60,141
2022/03/16 0500,59,131
2022/03/16 0600,57,182
2022/03/16 0700,60,403
2022/03/16 0800,55,758
2022/03/16 0900,53,918
2022/03/16 1000,57,781
2022/03/16 1100,57,717
2022/03/16 1200,59,601
2022/03/16 1300,59,745
2022/03/16 1400,58,799
2022/03/16 1500,56,808
2022/03/16 1600,58,833
2022/03/16 1700,53,916
2022/03/16 1800,51,907
2022/03/16 1900,53,851
2022/03/16 2000,58,772
2022/03/16 2100,58,744
2022/03/16 2200,58,623
2022/03/16 2300,61,403
2022/03/17 0000,62,314
2022/03/17 0100,59,227
2022/03/17 0200,60,142
2022/03/17 0300,59,160
2022/03/17 0400,58,122
2022/03/17 0500,57,114
2022/03/17 0600,56,182
2022/03/17 0700,58,421
2022/03/17 0800,55,831
2022/03/17 0900,54,911
2022/03/17 1000,55,828
2022/03/17 1100,57,697
2022/03/17 1200,58,797
2022/03/17 1300,58,789
2022/03/17 1400,57,469
2022/03/17 1500,0,0
2022/03/17 1600,55,690
2022/03/17 1700,53,832
2022/03/17 1800,53,933
2022/03/17 1900,50,972
2022/03/17 2000,55,928
2022/03/17 2100,59,603
2022/03/17 2200,0,0
2022/03/17 2300,0,0
2022/03/18 0000,0,0
2022/03/18 0100,0,0
2022/03/18 0200,0,0
2022/03/18 0300,0,0
2022/03/18 0400,59,50
2022/03/18 0500,57,127
2022/03/18 0600,56,175
2022/03/18 0700,58,420
2022/03/18 0800,55,798
2022/03/18 0900,53,831
2022/03/18 1000,57,810
2022/03/18 1100,56,845
2022/03/18 1200,57,818
2022/03/18 1300,57,796
2022/03/18 1400,57,893
2022/03/18 1500,57,806
2022/03/18 1600,55,941
2022/03/18 1700,52,903
2022/03/18 1800,51,816
2022/03/18 1900,51,937
2022/03/18 2000,56,966
2022/03/18 2100,58,829
2022/03/18 2200,56,813
2022/03/18 2300,60,594
2022/03/19 0000,61,446
2022/03/19 0100,58,308
2022/03/19 0200,59,248
2022/03/19 0300,59,175
2022/03/19 0400,57,163
2022/03/19 0500,58,181
2022/03/19 0600,57,231
2022/03/19 0700,60,382
2022/03/19 0800,58,510
2022/03/19 0900,53,804
2022/03/19 1000,53,770
2022/03/19 1100,53,825
2022/03/19 1200,54,750
2022/03/19 1300,53,941
2022/03/19 1400,55,864
2022/03/19 1500,55,735
2022/03/19 1600,54,789
2022/03/19 1700,51,718
2022/03/19 1800,49,853
2022/03/19 1900,50,883
2022/03/19 2000,53,749
2022/03/19 2100,56,688
2022/03/19 2200,59,636
2022/03/19 2300,62,412
2022/03/20 0000,62,399
2022/03/20 0100,59,314
2022/03/20 0200,58,194
2022/03/20 0300,58,211
2022/03/20 0400,59,137
2022/03/20 0500,59,197
2022/03/20 0600,57,216
2022/03/20 0700,61,258
2022/03/20 0800,61,337
2022/03/20 0900,58,474
2022/03/20 1000,57,443
2022/03/20 1100,57,729
2022/03/20 1200,55,788
2022/03/20 1300,57,660
2022/03/20 1400,56,815
2022/03/20 1500,58,831
2022/03/20 1600,55,753
2022/03/20 1700,51,689
2022/03/20 1800,53,920
2022/03/20 1900,51,804
2022/03/20 2000,55,686
2022/03/20 2100,55,691
2022/03/20 2200,58,647
2022/03/20 2300,62,476
2022/03/21 0000,63,300
2022/03/21 0100,59,257
2022/03/21 0200,60,180
2022/03/21 0300,60,106
2022/03/21 0400,58,128
2022/03/21 0500,57,110
2022/03/21 0600,53,191
2022/03/21 0700,59,365
2022/03/21 0800,57,710
2022/03/21 0900,53,936
2022/03/21 1000,57,804
2022/03/21 1100,58,786
2022/03/21 1200,57,746
2022/03/21 1300,58,691
2022/03/21 1400,59,652
2022/03/21 1500,55,725
2022/03/21 1600,57,643
2022/03/21 1700,53,736
2022/03/21 1800,52,827
2022/03/21 1900,51,795
2022/03/21 2000,56,611
2022/03/21 2100,60,678
2022/03/21 2200,59,550
2022/03/21 2300,61,330
2022/03/22 0000,62,216
2022/03/22 0100,60,213
2022/03/22 0200,60,142
2022/03/22 0300,59,113
2022/03/22 0400,59,122
2022/03/22 0500,57,136
2022/03/22 0600,55,175
2022/03/22 0700,55,511
2022/03/22 0800,54,848
2022/03/22 0900,53,799
2022/03/22 1000,56,808
2022/03/22 1100,55,775
2022/03/22 1200,57,797
2022/03/22 1300,57,754
2022/03/22 1400,56,880
2022/03/22 1500,56,848
2022/03/22 1600,56,891
2022/03/22 1700,53,958
2022/03/22 1800,52,968
2022/03/22 1900,52,924
2022/03/22 2000,57,811
2022/03/22 2100,59,662
2022/03/22 2200,59,617
2022/03/22 2300,61,423
2022/03/23 0000,63,275
2022/03/23 0100,58,237
2022/03/23 0200,59,166
2022/03/23 0300,59,155
2022/03/23 0400,57,144
2022/03/23 0500,55,122
2022/03/23 0600,53,188
2022/03/23 0700,55,464
2022/03/23 0800,52,699
2022/03/23 0900,47,826
2022/03/23 1000,52,810
2022/03/23 1100,52,785
2022/03/23 1200,52,710
2022/03/23 1300,52,898
2022/03/23 1400,52,843
2022/03/23 1500,51,876
2022/03/23 1600,49,1034
2022/03/23 1700,46,1100
2022/03/23 1800,45,1163
2022/03/23 1900,48,1048
2022/03/23 2000,54,907
2022/03/23 2100,54,764
2022/03/23 2200,55,726
2022/03/23 2300,59,502
2022/03/24 0000,61,341
2022/03/24 0100,58,243
2022/03/24 0200,59,196
2022/03/24 0300,57,125
2022/03/24 0400,59,133
2022/03/24 0500,58,132
2022/03/24 0600,54,176
2022/03/24 0700,55,479
2022/03/24 0800,51,1027
2022/03/24 0900,47,1103
2022/03/24 1000,52,965
2022/03/24 1100,52,891
2022/03/24 1200,54,905
2022/03/24 1300,56,848
2022/03/24 1400,54,897
2022/03/24 1500,53,946
2022/03/24 1600,53,734
2022/03/24 1700,52,926
2022/03/24 1800,51,796
2022/03/24 1900,50,907
2022/03/24 2000,53,760
2022/03/24 2100,58,735
2022/03/24 2200,57,634
2022/03/24 2300,60,445
2022/03/25 0000,64,326
2022/03/25 0100,61,228
2022/03/25 0200,58,188
2022/03/25 0300,60,129
2022/03/25 0400,58,135
2022/03/25 0500,58,132
2022/03/25 0600,56,186
2022/03/25 0700,60,392
2022/03/25 0800,54,694
2022/03/25 0900,52,975
2022/03/25 1000,55,686
2022/03/25 1100,58,761
2022/03/25 1200,57,787
2022/03/25 1300,59,571
2022/03/25 1400,56,752
2022/03/25 1500,55,844
2022/03/25 1600,56,794
2022/03/25 1700,52,840
2022/03/25 1800,52,705
2022/03/25 1900,53,877
2022/03/25 2000,55,819
2022/03/25 2100,57,859
2022/03/25 2200,57,615
2022/03/25 2300,60,475
2022/03/26 0000,62,302
2022/03/26 0100,59,260
2022/03/26 0200,59,188
2022/03/26 0300,61,142
2022/03/26 0400,59,136
2022/03/26 0500,60,138
2022/03/26 0600,57,199
2022/03/26 0700,56,343
2022/03/26 0800,57,578
2022/03/26 0900,52,770
2022/03/26 1000,49,810
2022/03/26 1100,50,903
2022/03/26 1200,51,742
2022/03/26 1300,50,991
2022/03/26 1400,50,873
2022/03/26 1500,48,875
2022/03/26 1600,49,967
2022/03/26 1700,48,872
2022/03/26 1800,48,754
2022/03/26 1900,50,752
2022/03/26 2000,55,762
2022/03/26 2100,53,832
2022/03/26 2200,53,836
2022/03/26 2300,61,608
2022/03/27 0000,61,451
2022/03/27 0100,59,310
2022/03/27 0200,57,243
2022/03/27 0300,57,214
2022/03/27 0400,54,184
2022/03/27 0500,55,177
2022/03/27 0600,55,197
2022/03/27 0700,57,312
2022/03/27 0800,58,485
2022/03/27 0900,54,678
2022/03/27 1000,55,743
2022/03/27 1100,56,724
2022/03/27 1200,55,913
2022/03/27 1300,55,756
2022/03/27 1400,55,762
2022/03/27 1500,54,917
2022/03/27 1600,54,944
2022/03/27 1700,50,988
2022/03/27 1800,51,788
2022/03/27 1900,50,829
2022/03/27 2000,52,932
2022/03/27 2100,53,848
2022/03/27 2200,58,721
2022/03/27 2300,62,470
2022/03/28 0000,62,332
2022/03/28 0100,57,256
2022/03/28 0200,57,179
2022/03/28 0300,58,135
2022/03/28 0400,56,120
2022/03/28 0500,54,110
2022/03/28 0600,54,161
2022/03/28 0700,56,513
2022/03/28 0800,51,1000
2022/03/28 0900,49,1079
2022/03/28 1000,53,950
2022/03/28 1100,51,1002
2022/03/28 1200,53,929
2022/03/28 1300,52,884
2022/03/28 1400,51,1010
2022/03/28 1500,52,1066
2022/03/28 1600,51,1033
2022/03/28 1700,48,1081
2022/03/28 1800,47,1131
2022/03/28 1900,42,1131
2022/03/28 2000,54,984
2022/03/28 2100,54,791
2022/03/28 2200,56,603
2022/03/28 2300,58,486
2022/03/29 0000,61,324
2022/03/29 0100,58,242
2022/03/29 0200,60,192
2022/03/29 0300,56,158
2022/03/29 0400,57,145
2022/03/29 0500,56,127
2022/03/29 0600,54,195
2022/03/29 0700,58,449
2022/03/29 0800,56,804
2022/03/29 0900,54,842
2022/03/29 1000,56,680
2022/03/29 1100,57,750
2022/03/29 1200,57,703
2022/03/29 1300,60,635
2022/03/29 1400,57,778
2022/03/29 1500,55,777
2022/03/29 1600,56,782
2022/03/29 1700,53,948
2022/03/29 1800,52,869
2022/03/29 1900,52,741
2022/03/29 2000,59,709
2022/03/29 2100,60,600
2022/03/29 2200,59,546
2022/03/29 2300,61,425
2022/03/30 0000,62,291
2022/03/30 0100,60,230
2022/03/30 0200,61,142
2022/03/30 0300,60,129
2022/03/30 0400,58,142
2022/03/30 0500,57,146
2022/03/30 0600,55,205
2022/03/30 0700,59,367
2022/03/30 0800,55,723
2022/03/30 0900,54,882
2022/03/30 1000,57,649
2022/03/30 1100,57,708
2022/03/30 1200,56,835
2022/03/30 1300,57,694
2022/03/30 1400,59,644
2022/03/30 1500,57,727
2022/03/30 1600,57,717
2022/03/30 1700,54,713
2022/03/30 1800,53,872
2022/03/30 1900,52,786
2022/03/30 2000,58,810
2022/03/30 2100,58,695
2022/03/30 2200,59,550
2022/03/30 2300,63,340
2022/03/31 0000,63,254
2022/03/31 0100,61,204
2022/03/31 0200,59,169
2022/03/31 0300,59,131
2022/03/31 0400,58,149
2022/03/31 0500,58,149
2022/03/31 0600,55,186
2022/03/31 0700,60,440
2022/03/31 0800,56,785
2022/03/31 0900,52,782
2022/03/31 1000,57,782
2022/03/31 1100,58,618
2022/03/31 1200,57,676
2022/03/31 1300,58,673
2022/03/31 1400,58,670
2022/03/31 1500,56,769
2022/03/31 1600,57,737
2022/03/31 1700,53,802
2022/03/31 1800,52,1008
2022/03/31 1900,52,799
2022/03/31 2000,58,767
2022/03/31 2100,58,583
2022/03/31 2200,59,557
2022/03/31 2300,62,420
