Road Segment ID,V040600,Road Segment Name,中清路二段(經貿一路~敦化路間)(向北)
Date and Time,Average Speed (km\h),Traffic Volume
2022/01/18 1600,50,913
2022/01/18 1700,55,792
2022/01/18 1800,51,981
2022/01/18 1900,52,902
2022/01/18 2000,55,781
2022/01/18 2100,57,732
2022/01/18 2200,54,688
2022/01/18 2300,56,524
2022/01/19 0000,60,330
2022/01/19 0100,60,251
2022/01/19 0200,63,207
2022/01/19 0300,63,142
2022/01/19 0400,60,151
2022/01/19 0500,62,129
2022/01/19 0600,62,228
2022/01/19 0700,54,761
2022/01/19 0800,53,1102
2022/01/19 0900,51,972
2022/01/19 1000,37,856
2022/01/19 1100,31,788
2022/01/19 1200,44,852
2022/01/19 1300,47,866
2022/01/19 1400,52,1001
2022/01/19 1500,54,1014
2022/01/19 1600,54,1000
2022/01/19 1700,52,957
2022/01/19 1800,52,983
2022/01/19 1900,51,933
2022/01/19 2000,56,793
2022/01/19 2100,56,804
2022/01/19 2200,52,758
2022/01/19 2300,56,537
2022/01/20 0000,58,424
2022/01/20 0100,59,193
2022/01/20 0200,64,167
2022/01/20 0300,64,182
2022/01/20 0400,64,143
2022/01/20 0500,64,161
2022/01/20 0600,62,209
2022/01/20 0700,55,691
2022/01/20 0800,53,1069
2022/01/20 0900,53,1018
2022/01/20 1000,56,936
2022/01/20 1100,55,966
2022/01/20 1200,53,868
2022/01/20 1300,54,810
2022/01/20 1400,54,1014
2022/01/20 1500,54,924
2022/01/20 1600,54,940
2022/01/20 1700,53,858
2022/01/20 1800,50,703
2022/01/20 1900,51,917
2022/01/20 2000,55,819
2022/01/20 2100,55,781
2022/01/20 2200,53,796
2022/01/20 2300,56,503
2022/01/21 0000,59,394
2022/01/21 0100,60,264
2022/01/21 0200,63,197
2022/01/21 0300,63,154
2022/01/21 0400,62,120
2022/01/21 0500,64,139
2022/01/21 0600,61,215
2022/01/21 0700,48,417
2022/01/21 0800,52,1019
2022/01/21 0900,52,879
2022/01/21 1000,49,1090
2022/01/21 1100,50,1035
2022/01/21 1200,43,939
2022/01/21 1300,45,1090
2022/01/21 1400,53,1098
2022/01/21 1500,53,1008
2022/01/21 1600,51,848
2022/01/21 1700,50,1028
2022/01/21 1800,48,735
2022/01/21 1900,37,704
2022/01/21 2000,47,960
2022/01/21 2100,51,902
2022/01/21 2200,49,891
2022/01/21 2300,52,677
2022/01/22 0000,54,486
2022/01/22 0100,58,301
2022/01/22 0200,61,198
2022/01/22 0300,61,194
2022/01/22 0400,60,178
2022/01/22 0500,61,152
2022/01/22 0600,59,247
2022/01/22 0700,53,584
2022/01/22 0800,49,862
2022/01/22 0900,51,908
2022/01/22 1000,50,1069
2022/01/22 1100,51,653
2022/01/22 1200,51,239
2022/01/22 1300,52,910
2022/01/22 1400,50,695
2022/01/22 1500,52,1015
2022/01/22 1600,49,780
2022/01/22 1700,47,935
2022/01/22 1800,46,803
2022/01/22 1900,43,746
2022/01/22 2000,30,841
2022/01/22 2100,50,941
2022/01/22 2200,51,935
2022/01/22 2300,52,722
2022/01/23 0000,55,579
2022/01/23 0100,57,342
2022/01/23 0200,59,260
2022/01/23 0300,61,230
2022/01/23 0400,60,206
2022/01/23 0500,62,191
2022/01/23 0600,60,233
2022/01/23 0700,57,401
2022/01/23 0800,53,599
2022/01/23 0900,56,759
2022/01/23 1000,57,834
2022/01/23 1100,55,814
2022/01/23 1200,53,1053
2022/01/23 1300,53,970
2022/01/23 1400,52,881
2022/01/23 1500,52,844
2022/01/23 1600,52,998
2022/01/23 1700,50,688
2022/01/23 1800,48,935
2022/01/23 1900,52,1026
2022/01/23 2000,54,854
2022/01/23 2100,54,867
2022/01/23 2200,54,752
2022/01/23 2300,57,619
2022/01/24 0000,59,475
2022/01/24 0100,60,271
2022/01/24 0200,62,188
2022/01/24 0300,63,138
2022/01/24 0400,64,117
2022/01/24 0500,62,140
2022/01/24 0600,60,215
2022/01/24 0700,53,731
2022/01/24 0800,50,1024
2022/01/24 0900,54,960
2022/01/24 1000,55,980
2022/01/24 1100,54,988
2022/01/24 1200,52,1035
2022/01/24 1300,55,920
2022/01/24 1400,55,917
2022/01/24 1500,53,1000
2022/01/24 1600,52,980
2022/01/24 1700,52,977
2022/01/24 1800,51,841
2022/01/24 1900,50,805
2022/01/24 2000,55,807
2022/01/24 2100,55,774
2022/01/24 2200,47,612
2022/01/24 2300,55,583
2022/01/25 0000,57,355
2022/01/25 0100,59,234
2022/01/25 0200,63,165
2022/01/25 0300,63,178
2022/01/25 0400,65,153
2022/01/25 0500,62,134
2022/01/25 0600,60,224
2022/01/25 0700,55,652
2022/01/25 0800,55,1059
2022/01/25 0900,44,1015
2022/01/25 1000,56,921
2022/01/25 1100,55,1028
2022/01/25 1200,54,1030
2022/01/25 1300,50,909
2022/01/25 1400,56,875
2022/01/25 1500,54,1051
2022/01/25 1600,54,1000
2022/01/25 1700,53,832
2022/01/25 1800,49,943
2022/01/25 1900,52,834
2022/01/25 2000,57,639
2022/01/25 2100,53,830
2022/01/25 2200,53,722
2022/01/25 2300,56,549
2022/01/26 0000,57,398
2022/01/26 0100,60,247
2022/01/26 0200,63,168
2022/01/26 0300,62,162
2022/01/26 0400,62,156
2022/01/26 0500,63,162
2022/01/26 0600,60,200
2022/01/26 0700,56,626
2022/01/26 0800,53,1016
2022/01/26 0900,56,938
2022/01/26 1000,56,961
2022/01/26 1100,56,929
2022/01/26 1200,55,948
2022/01/26 1300,56,908
2022/01/26 1400,56,906
2022/01/26 1500,55,995
2022/01/26 1600,52,937
2022/01/26 1700,54,975
2022/01/26 1800,40,809
2022/01/26 1900,48,795
2022/01/26 2000,55,875
2022/01/26 2100,55,760
2022/01/26 2200,54,796
2022/01/26 2300,56,567
2022/01/27 0000,58,419
2022/01/27 0100,61,252
2022/01/27 0200,64,182
2022/01/27 0300,63,140
2022/01/27 0400,62,139
2022/01/27 0500,64,143
2022/01/27 0600,60,232
2022/01/27 0700,56,620
2022/01/27 0800,53,1074
2022/01/27 0900,57,848
2022/01/27 1000,55,781
2022/01/27 1100,54,982
2022/01/27 1200,54,915
2022/01/27 1300,53,956
2022/01/27 1400,54,869
2022/01/27 1500,52,965
2022/01/27 1600,40,702
2022/01/27 1700,36,810
2022/01/27 1800,46,794
2022/01/27 1900,33,746
2022/01/27 2000,41,774
2022/01/27 2100,55,763
2022/01/27 2200,54,804
2022/01/27 2300,54,655
2022/01/28 0000,56,344
2022/01/28 0100,59,289
2022/01/28 0200,62,217
2022/01/28 0300,64,189
2022/01/28 0400,65,174
2022/01/28 0500,62,159
2022/01/28 0600,61,252
2022/01/28 0700,56,531
2022/01/28 0800,54,893
2022/01/28 0900,51,771
2022/01/28 1000,46,857
2022/01/28 1100,49,765
2022/01/28 1200,54,955
2022/01/28 1300,55,862
2022/01/28 1400,52,1063
2022/01/28 1500,53,1006
2022/01/28 1600,55,918
2022/01/28 1700,53,869
2022/01/28 1800,49,327
2022/01/28 1900,52,740
2022/01/28 2000,53,875
2022/01/28 2100,53,687
2022/01/28 2200,50,775
2022/01/28 2300,53,687
2022/01/29 0000,56,568
2022/01/29 0100,57,377
2022/01/29 0200,62,274
2022/01/29 0300,61,242
2022/01/29 0400,60,239
2022/01/29 0500,58,249
2022/01/29 0600,58,289
2022/01/29 0700,54,476
2022/01/29 0800,51,633
2022/01/29 0900,50,756
2022/01/29 1000,52,950
2022/01/29 1100,45,916
2022/01/29 1200,47,980
2022/01/29 1300,41,785
2022/01/29 1400,46,844
2022/01/29 1500,48,984
2022/01/29 1600,46,877
2022/01/29 1700,36,434
2022/01/29 1800,39,827
2022/01/29 1900,50,972
2022/01/29 2000,50,757
2022/01/29 2100,52,807
2022/01/29 2200,54,788
2022/01/29 2300,55,757
2022/01/30 0000,58,499
2022/01/30 0100,58,319
2022/01/30 0200,61,276
2022/01/30 0300,63,246
2022/01/30 0400,63,218
2022/01/30 0500,62,213
2022/01/30 0600,59,233
2022/01/30 0700,58,362
2022/01/30 0800,56,384
2022/01/30 0900,57,522
2022/01/30 1000,55,822
2022/01/30 1100,47,894
2022/01/30 1200,32,753
2022/01/30 1300,39,776
2022/01/30 1400,46,967
2022/01/30 1500,38,549
2022/01/30 1600,39,522
2022/01/30 1700,38,979
2022/01/30 1800,33,471
2022/01/30 1900,33,729
2022/01/30 2000,34,663
2022/01/30 2100,51,874
2022/01/30 2200,53,824
2022/01/30 2300,55,659
2022/01/31 0000,57,550
2022/01/31 0100,56,405
2022/01/31 0200,59,287
2022/01/31 0300,61,258
2022/01/31 0400,59,187
2022/01/31 0500,62,171
2022/01/31 0600,62,218
2022/01/31 0700,59,275
2022/01/31 0800,60,346
2022/01/31 0900,59,487
2022/01/31 1000,59,643
2022/01/31 1100,57,830
2022/01/31 1200,58,742
2022/01/31 1300,59,767
2022/01/31 1400,58,814
2022/01/31 1500,57,960
2022/01/31 1600,53,865
2022/01/31 1700,54,862
2022/01/31 1800,57,673
2022/01/31 1900,59,444
2022/01/31 2000,58,429
2022/01/31 2100,58,495
2022/01/31 2200,55,580
2022/01/31 2300,48,517
