Road Segment ID,V003320,Road Segment Name,大鵬路(長安路~中清路間)(西東)
Date and Time,Average Speed (km\h),Traffic Volume
2022/10/20 1000,36,293
2022/10/20 1100,32,353
2022/10/20 1200,34,331
2022/10/20 1300,35,318
2022/10/20 1400,33,340
2022/10/20 1500,34,304
2022/10/20 1600,34,305
2022/10/20 1700,33,348
2022/10/20 1800,33,296
2022/10/20 1900,35,364
2022/10/20 2000,35,253
2022/10/20 2100,33,292
2022/10/20 2200,32,283
2022/10/20 2300,30,235
2022/10/21 0000,30,128
2022/10/21 0100,35,80
2022/10/21 0200,35,60
2022/10/21 0300,41,48
2022/10/21 0400,37,42
2022/10/21 0500,43,41
2022/10/21 0600,36,87
2022/10/21 0700,31,200
2022/10/21 0800,33,337
2022/10/21 0900,31,288
2022/10/21 1000,33,306
2022/10/21 1100,35,338
2022/10/21 1200,30,329
2022/10/21 1300,34,343
2022/10/21 1400,34,335
2022/10/21 1500,32,393
2022/10/21 1600,33,229
2022/10/21 1700,34,148
2022/10/21 1800,33,343
2022/10/21 1900,34,281
2022/10/21 2000,33,334
2022/10/21 2100,32,320
2022/10/21 2200,31,315
2022/10/21 2300,32,234
2022/10/22 0000,37,120
2022/10/22 0100,31,103
2022/10/22 0200,32,69
2022/10/22 0300,36,61
2022/10/22 0400,37,50
2022/10/22 0500,37,49
2022/10/22 0600,35,101
2022/10/22 0700,34,202
2022/10/22 0800,32,266
2022/10/22 0900,32,224
2022/10/22 1000,33,290
2022/10/22 1100,33,357
2022/10/22 1200,35,318
2022/10/22 1300,33,352
2022/10/22 1400,33,289
2022/10/22 1500,31,257
2022/10/22 1600,32,276
2022/10/22 1700,31,301
2022/10/22 1800,33,316
2022/10/22 1900,32,267
2022/10/22 2000,33,301
2022/10/22 2100,31,243
2022/10/22 2200,31,267
2022/10/22 2300,33,262
2022/10/23 0000,31,167
2022/10/23 0100,30,125
2022/10/23 0200,34,62
2022/10/23 0300,35,61
2022/10/23 0400,37,55
2022/10/23 0500,37,56
2022/10/23 0600,37,91
2022/10/23 0700,32,169
2022/10/23 0800,35,212
2022/10/23 0900,32,237
2022/10/23 1000,32,310
2022/10/23 1100,32,296
2022/10/23 1200,34,330
2022/10/23 1300,34,355
2022/10/23 1400,35,379
2022/10/23 1500,33,342
2022/10/23 1600,33,330
2022/10/23 1700,34,264
2022/10/23 1800,35,378
2022/10/23 1900,32,357
2022/10/23 2000,33,325
2022/10/23 2100,32,315
2022/10/23 2200,31,253
2022/10/23 2300,33,203
2022/10/24 0000,35,129
2022/10/24 0100,35,92
2022/10/24 0200,33,56
2022/10/24 0300,33,39
2022/10/24 0400,35,25
2022/10/24 0500,40,37
2022/10/24 0600,37,76
2022/10/24 0700,31,168
2022/10/24 0800,34,318
2022/10/24 0900,35,284
2022/10/24 1000,32,272
2022/10/24 1100,29,318
2022/10/24 1200,34,309
2022/10/24 1300,33,291
2022/10/24 1400,33,309
2022/10/24 1500,31,350
2022/10/24 1600,35,314
2022/10/24 1700,33,332
2022/10/24 1800,34,314
2022/10/24 1900,34,298
2022/10/24 2000,30,306
2022/10/24 2100,32,338
2022/10/24 2200,30,252
2022/10/24 2300,32,177
2022/10/25 0000,30,116
2022/10/25 0100,37,71
2022/10/25 0200,39,61
2022/10/25 0300,46,38
2022/10/25 0400,37,45
2022/10/25 0500,37,40
2022/10/25 0600,37,70
2022/10/25 0700,32,192
2022/10/25 0800,35,339
2022/10/25 0900,34,307
2022/10/25 1000,30,301
2022/10/25 1100,35,320
2022/10/25 1200,32,366
2022/10/25 1300,32,301
2022/10/25 1400,32,345
2022/10/25 1500,33,322
2022/10/25 1600,34,327
2022/10/25 1700,32,336
2022/10/25 1800,34,310
2022/10/25 1900,35,292
2022/10/25 2000,34,330
2022/10/25 2100,32,272
2022/10/25 2200,30,289
2022/10/25 2300,30,173
2022/10/26 0000,27,117
2022/10/26 0100,36,80
2022/10/26 0200,30,59
2022/10/26 0300,35,44
2022/10/26 0400,34,40
2022/10/26 0500,36,41
2022/10/26 0600,37,69
2022/10/26 0700,32,178
2022/10/26 0800,36,283
2022/10/26 0900,35,264
2022/10/26 1000,33,268
2022/10/26 1100,34,298
2022/10/26 1200,32,355
2022/10/26 1300,31,404
2022/10/26 1400,33,355
2022/10/26 1500,35,285
2022/10/26 1600,34,273
2022/10/26 1700,31,375
2022/10/26 1800,33,322
2022/10/26 1900,32,341
2022/10/26 2000,35,291
2022/10/26 2100,34,272
2022/10/26 2200,29,252
2022/10/26 2300,32,161
2022/10/27 0000,33,119
2022/10/27 0100,34,70
2022/10/27 0200,39,59
2022/10/27 0300,41,37
2022/10/27 0400,36,35
2022/10/27 0500,37,44
2022/10/27 0600,34,87
2022/10/27 0700,33,181
2022/10/27 0800,34,306
2022/10/27 0900,36,291
2022/10/27 1000,33,282
2022/10/27 1100,33,332
2022/10/27 1200,35,347
2022/10/27 1300,33,384
2022/10/27 1400,35,277
2022/10/27 1500,35,343
2022/10/27 1600,34,375
2022/10/27 1700,33,382
2022/10/27 1800,34,358
2022/10/27 1900,33,376
2022/10/27 2000,33,340
2022/10/27 2100,34,296
2022/10/27 2200,31,255
2022/10/27 2300,32,198
2022/10/28 0000,35,107
2022/10/28 0100,32,78
2022/10/28 0200,35,61
2022/10/28 0300,40,38
2022/10/28 0400,36,36
2022/10/28 0500,38,45
2022/10/28 0600,37,74
2022/10/28 0700,34,207
2022/10/28 0800,32,309
2022/10/28 0900,33,347
2022/10/28 1000,34,297
2022/10/28 1100,34,325
2022/10/28 1200,33,353
2022/10/28 1300,35,353
2022/10/28 1400,32,365
2022/10/28 1500,34,369
2022/10/28 1600,33,404
2022/10/28 1700,32,345
2022/10/28 1800,34,384
2022/10/28 1900,35,359
2022/10/28 2000,32,347
2022/10/28 2100,33,321
2022/10/28 2200,32,313
2022/10/28 2300,32,275
2022/10/29 0000,30,126
2022/10/29 0100,34,81
2022/10/29 0200,34,58
2022/10/29 0300,36,65
2022/10/29 0400,36,47
2022/10/29 0500,41,48
2022/10/29 0600,35,92
2022/10/29 0700,32,197
2022/10/29 0800,32,270
2022/10/29 0900,31,283
2022/10/29 1000,32,287
2022/10/29 1100,33,251
2022/10/29 1200,30,336
2022/10/29 1300,34,329
2022/10/29 1400,35,230
2022/10/29 1500,33,278
2022/10/29 1600,34,249
2022/10/29 1700,33,244
2022/10/29 1800,32,318
2022/10/29 1900,34,333
2022/10/29 2000,34,365
2022/10/29 2100,31,305
2022/10/29 2200,33,256
2022/10/29 2300,34,201
2022/10/30 0000,33,163
2022/10/30 0100,32,102
2022/10/30 0200,36,65
2022/10/30 0300,42,46
2022/10/30 0400,42,55
2022/10/30 0500,41,54
2022/10/30 0600,35,87
2022/10/30 0700,34,163
2022/10/30 0800,32,183
2022/10/30 0900,31,223
2022/10/30 1000,33,272
2022/10/30 1100,34,298
2022/10/30 1200,32,291
2022/10/30 1300,30,304
2022/10/30 1400,34,320
2022/10/30 1500,33,288
2022/10/30 1600,32,273
2022/10/30 1700,33,314
2022/10/30 1800,32,333
2022/10/30 1900,32,375
2022/10/30 2000,32,272
2022/10/30 2100,33,241
2022/10/30 2200,32,239
2022/10/30 2300,33,183
2022/10/31 0000,34,118
2022/10/31 0100,31,72
2022/10/31 0200,36,56
2022/10/31 0300,36,35
2022/10/31 0400,37,28
2022/10/31 0500,43,19
2022/10/31 0600,36,45
2022/10/31 0700,33,136
2022/10/31 0800,34,295
2022/10/31 0900,33,309
2022/10/31 1000,32,288
2022/10/31 1100,32,318
2022/10/31 1200,34,305
2022/10/31 1300,32,318
2022/10/31 1400,35,345
2022/10/31 1500,32,359
2022/10/31 1600,32,382
2022/10/31 1700,31,403
2022/10/31 1800,35,403
2022/10/31 1900,32,342
2022/10/31 2000,31,408
2022/10/31 2100,32,307
2022/10/31 2200,32,304
2022/10/31 2300,32,225
