Road ID,Date and Time,Average Speed (km\h),Traffic Volume
V003340,2022/06/06 2200,60,490
V003340,2022/06/06 2300,58,395
V003340,2022/06/07 0000,64,229
V003340,2022/06/07 0100,61,159
V003340,2022/06/07 0200,59,150
V003340,2022/06/07 0300,58,99
V003340,2022/06/07 0400,61,105
V003340,2022/06/07 0500,60,98
V003340,2022/06/07 0600,59,185
V003340,2022/06/07 0700,60,301
V003340,2022/06/07 0800,57,786
V003340,2022/06/07 0900,56,722
V003340,2022/06/07 1000,54,774
V003340,2022/06/07 1100,56,666
V003340,2022/06/07 1200,54,681
V003340,2022/06/07 1300,55,656
V003340,2022/06/07 1400,53,755
V003340,2022/06/07 1500,52,706
V003340,2022/06/07 1600,52,979
V003340,2022/06/07 1700,54,753
V003340,2022/06/07 1800,54,797
V003340,2022/06/07 1900,55,681
V003340,2022/06/07 2000,59,579
V003340,2022/06/07 2100,59,623
V003340,2022/06/07 2200,57,429
V003340,2022/06/07 2300,60,358
V003340,2022/06/08 0000,61,219
V003340,2022/06/08 0100,57,184
V003340,2022/06/08 0200,57,126
V003340,2022/06/08 0300,58,83
V003340,2022/06/08 0400,58,105
V003340,2022/06/08 0500,58,98
V003340,2022/06/08 0600,60,166
V003340,2022/06/08 0700,60,260
V003340,2022/06/08 0800,55,683
V003340,2022/06/08 0900,51,905
V003340,2022/06/08 1000,55,713
V003340,2022/06/08 1100,56,736
V003340,2022/06/08 1200,54,767
V003340,2022/06/08 1300,54,673
V003340,2022/06/08 1400,53,840
V003340,2022/06/08 1500,55,875
V003340,2022/06/08 1600,53,949
V003340,2022/06/08 1700,51,774
V003340,2022/06/08 1800,53,851
V003340,2022/06/08 1900,47,891
V003340,2022/06/08 2000,54,815
V003340,2022/06/08 2100,56,696
V003340,2022/06/08 2200,56,588
V003340,2022/06/08 2300,60,356
V003340,2022/06/09 0000,63,250
V003340,2022/06/09 0100,58,221
V003340,2022/06/09 0200,60,125
V003340,2022/06/09 0300,61,108
V003340,2022/06/09 0400,60,100
V003340,2022/06/09 0500,57,130
V003340,2022/06/09 0600,57,169
V003340,2022/06/09 0700,60,330
V003340,2022/06/09 0800,60,685
V003340,2022/06/09 0900,54,805
V003340,2022/06/09 1000,57,745
V003340,2022/06/09 1100,58,643
V003340,2022/06/09 1200,57,753
V003340,2022/06/09 1300,59,636
V003340,2022/06/09 1400,58,783
V003340,2022/06/09 1500,57,819
V003340,2022/06/09 1600,56,758
V003340,2022/06/09 1700,56,743
V003340,2022/06/09 1800,53,1081
V003340,2022/06/09 1900,54,811
V003340,2022/06/09 2000,57,715
V003340,2022/06/09 2100,60,611
V003340,2022/06/09 2200,60,522
V003340,2022/06/09 2300,63,313
V003340,2022/06/10 0000,64,204
V003340,2022/06/10 0100,60,158
V003340,2022/06/10 0200,62,126
V003340,2022/06/10 0300,61,97
V003340,2022/06/10 0400,60,125
V003340,2022/06/10 0500,58,118
V003340,2022/06/10 0600,59,139
V003340,2022/06/10 0700,60,344
V003340,2022/06/10 0800,56,755
V003340,2022/06/10 0900,53,830
V003340,2022/06/10 1000,59,628
V003340,2022/06/10 1100,57,760
V003340,2022/06/10 1200,58,685
V003340,2022/06/10 1300,58,662
V003340,2022/06/10 1400,58,792
V003340,2022/06/10 1500,57,650
V003340,2022/06/10 1600,57,733
V003340,2022/06/10 1700,56,730
V003340,2022/06/10 1800,54,798
V003340,2022/06/10 1900,56,666
V003340,2022/06/10 2000,58,770
V003340,2022/06/10 2100,58,569
V003340,2022/06/10 2200,58,505
V003340,2022/06/10 2300,61,329
V003340,2022/06/11 0000,60,248
V003340,2022/06/11 0100,60,251
V003340,2022/06/11 0200,58,185
V003340,2022/06/11 0300,60,112
V003340,2022/06/11 0400,59,130
V003340,2022/06/11 0500,59,128
V003340,2022/06/11 0600,58,156
V003340,2022/06/11 0700,61,265
V003340,2022/06/11 0800,60,419
V003340,2022/06/11 0900,55,563
V003340,2022/06/11 1000,55,717
V003340,2022/06/11 1100,55,595
V003340,2022/06/11 1200,57,816
V003340,2022/06/11 1300,57,633
V003340,2022/06/11 1400,56,672
V003340,2022/06/11 1500,56,592
V003340,2022/06/11 1600,57,709
V003340,2022/06/11 1700,54,801
V003340,2022/06/11 1800,53,687
V003340,2022/06/11 1900,51,784
V003340,2022/06/11 2000,55,683
V003340,2022/06/11 2100,55,727
V003340,2022/06/11 2200,57,677
V003340,2022/06/11 2300,57,390
V003340,2022/06/12 0000,60,304
V003340,2022/06/12 0100,58,302
V003340,2022/06/12 0200,57,189
V003340,2022/06/12 0300,57,148
V003340,2022/06/12 0400,57,137
V003340,2022/06/12 0500,60,150
V003340,2022/06/12 0600,58,200
V003340,2022/06/12 0700,61,222
V003340,2022/06/12 0800,62,274
V003340,2022/06/12 0900,59,375
V003340,2022/06/12 1000,59,428
V003340,2022/06/12 1100,59,542
V003340,2022/06/12 1200,59,561
V003340,2022/06/12 1300,58,569
V003340,2022/06/12 1400,59,600
V003340,2022/06/12 1500,60,672
V003340,2022/06/12 1600,58,718
V003340,2022/06/12 1700,56,666
V003340,2022/06/12 1800,56,806
V003340,2022/06/12 1900,57,677
V003340,2022/06/12 2000,58,682
V003340,2022/06/12 2100,60,526
V003340,2022/06/12 2200,62,501
V003340,2022/06/12 2300,62,368
V003340,2022/06/13 0000,65,252
V003340,2022/06/13 0100,61,165
V003340,2022/06/13 0200,60,141
V003340,2022/06/13 0300,62,113
V003340,2022/06/13 0400,60,86
V003340,2022/06/13 0500,61,99
V003340,2022/06/13 0600,56,135
V003340,2022/06/13 0700,61,285
V003340,2022/06/13 0800,57,560
V003340,2022/06/13 0900,57,627
V003340,2022/06/13 1000,58,661
V003340,2022/06/13 1100,57,629
V003340,2022/06/13 1200,59,583
V003340,2022/06/13 1300,60,611
V003340,2022/06/13 1400,58,702
V003340,2022/06/13 1500,58,728
V003340,2022/06/13 1600,59,772
V003340,2022/06/13 1700,58,774
V003340,2022/06/13 1800,57,840
V003340,2022/06/13 1900,58,703
V003340,2022/06/13 2000,60,592
V003340,2022/06/13 2100,60,514
V003340,2022/06/13 2200,61,404
V003340,2022/06/13 2300,62,302
V003340,2022/06/14 0000,62,194
V003340,2022/06/14 0100,60,190
V003340,2022/06/14 0200,60,117
V003340,2022/06/14 0300,60,87
V003340,2022/06/14 0400,61,119
V003340,2022/06/14 0500,59,111
V003340,2022/06/14 0600,59,196
V003340,2022/06/14 0700,60,328
V003340,2022/06/14 0800,57,596
V003340,2022/06/14 0900,57,801
V003340,2022/06/14 1000,58,688
V003340,2022/06/14 1100,59,679
V003340,2022/06/14 1200,58,639
V003340,2022/06/14 1300,59,693
V003340,2022/06/14 1400,59,636
V003340,2022/06/14 1500,58,737
V003340,2022/06/14 1600,58,807
V003340,2022/06/14 1700,57,792
V003340,2022/06/14 1800,57,680
V003340,2022/06/14 1900,57,697
V003340,2022/06/14 2000,59,663
V003340,2022/06/14 2100,61,471
V003340,2022/06/14 2200,60,392
V003340,2022/06/14 2300,63,280
V003340,2022/06/15 0000,64,167
V003340,2022/06/15 0100,61,137
V003340,2022/06/15 0200,60,113
V003340,2022/06/15 0300,62,111
V003340,2022/06/15 0400,59,101
V003340,2022/06/15 0500,58,113
V003340,2022/06/15 0600,58,172
V003340,2022/06/15 0700,61,328
V003340,2022/06/15 0800,59,666
V003340,2022/06/15 0900,57,793
V003340,2022/06/15 1000,58,745
V003340,2022/06/15 1100,55,824
V003340,2022/06/15 1200,58,758
V003340,2022/06/15 1300,59,723
V003340,2022/06/15 1400,57,830
V003340,2022/06/15 1500,57,871
V003340,2022/06/15 1600,59,722
V003340,2022/06/15 1700,54,904
V003340,2022/06/15 1800,53,836
V003340,2022/06/15 1900,57,711
V003340,2022/06/15 2000,58,604
V003340,2022/06/15 2100,59,545
V003340,2022/06/15 2200,61,482
V003340,2022/06/15 2300,61,309
V003340,2022/06/16 0000,61,256
V003340,2022/06/16 0100,60,205
V003340,2022/06/16 0200,59,120
V003340,2022/06/16 0300,61,125
V003340,2022/06/16 0400,61,115
V003340,2022/06/16 0500,60,115
V003340,2022/06/16 0600,57,184
V003340,2022/06/16 0700,62,305
V003340,2022/06/16 0800,58,630
V003340,2022/06/16 0900,50,774
V003340,2022/06/16 1000,56,529
V003340,2022/06/16 1100,58,548
V003340,2022/06/16 1200,59,633
V003340,2022/06/16 1300,58,656
V003340,2022/06/16 1400,57,690
V003340,2022/06/16 1500,56,642
V003340,2022/06/16 1600,57,731
V003340,2022/06/16 1700,57,797
V003340,2022/06/16 1800,58,710
V003340,2022/06/16 1900,56,708
V003340,2022/06/16 2000,59,647
V003340,2022/06/16 2100,60,546
V003340,2022/06/16 2200,60,510
V003340,2022/06/16 2300,62,297
V003340,2022/06/17 0000,63,221
V003340,2022/06/17 0100,59,186
V003340,2022/06/17 0200,61,120
V003340,2022/06/17 0300,61,132
V003340,2022/06/17 0400,62,105
V003340,2022/06/17 0500,61,127
V003340,2022/06/17 0600,57,167
V003340,2022/06/17 0700,59,331
V003340,2022/06/17 0800,60,662
V003340,2022/06/17 0900,57,721
V003340,2022/06/17 1000,59,717
V003340,2022/06/17 1100,56,732
V003340,2022/06/17 1200,57,718
V003340,2022/06/17 1300,59,706
V003340,2022/06/17 1400,58,788
V003340,2022/06/17 1500,57,823
V003340,2022/06/17 1600,57,892
V003340,2022/06/17 1700,56,922
V003340,2022/06/17 1800,57,848
V003340,2022/06/17 1900,56,1011
V003340,2022/06/17 2000,57,865
V003340,2022/06/17 2100,59,684
V003340,2022/06/17 2200,60,594
V003340,2022/06/17 2300,62,438
V003340,2022/06/18 0000,63,340
V003340,2022/06/18 0100,58,265
V003340,2022/06/18 0200,60,202
V003340,2022/06/18 0300,63,124
V003340,2022/06/18 0400,59,137
V003340,2022/06/18 0500,60,146
V003340,2022/06/18 0600,58,227
V003340,2022/06/18 0700,62,365
V003340,2022/06/18 0800,59,589
V003340,2022/06/18 0900,59,651
V003340,2022/06/18 1000,57,669
V003340,2022/06/18 1100,56,675
V003340,2022/06/18 1200,57,788
V003340,2022/06/18 1300,57,640
V003340,2022/06/18 1400,57,682
V003340,2022/06/18 1500,57,719
V003340,2022/06/18 1600,57,613
V003340,2022/06/18 1700,54,572
V003340,2022/06/18 1800,55,696
V003340,2022/06/18 1900,55,609
V003340,2022/06/18 2000,57,561
V003340,2022/06/18 2100,60,575
V003340,2022/06/18 2200,61,469
V003340,2022/06/18 2300,62,407
V003340,2022/06/19 0000,63,297
V003340,2022/06/19 0100,60,249
V003340,2022/06/19 0200,58,166
V003340,2022/06/19 0300,61,141
V003340,2022/06/19 0400,61,121
V003340,2022/06/19 0500,59,131
V003340,2022/06/19 0600,58,188
V003340,2022/06/19 0700,61,243
V003340,2022/06/19 0800,61,293
V003340,2022/06/19 0900,60,318
V003340,2022/06/19 1000,61,408
V003340,2022/06/19 1100,60,548
V003340,2022/06/19 1200,58,654
V003340,2022/06/19 1300,59,642
V003340,2022/06/19 1400,60,626
V003340,2022/06/19 1500,59,667
V003340,2022/06/19 1600,58,794
V003340,2022/06/19 1700,57,771
V003340,2022/06/19 1800,59,730
V003340,2022/06/19 1900,58,763
V003340,2022/06/19 2000,58,620
V003340,2022/06/19 2100,60,671
V003340,2022/06/19 2200,61,582
V003340,2022/06/19 2300,62,368
V003340,2022/06/20 0000,64,325
V003340,2022/06/20 0100,60,193
V003340,2022/06/20 0200,61,171
V003340,2022/06/20 0300,64,111
V003340,2022/06/20 0400,60,95
V003340,2022/06/20 0500,59,86
V003340,2022/06/20 0600,59,138
V003340,2022/06/20 0700,62,300
V003340,2022/06/20 0800,59,624
V003340,2022/06/20 0900,58,790
V003340,2022/06/20 1000,59,698
V003340,2022/06/20 1100,59,645
V003340,2022/06/20 1200,59,695
V003340,2022/06/20 1300,60,688
V003340,2022/06/20 1400,58,726
V003340,2022/06/20 1500,56,766
V003340,2022/06/20 1600,58,777
V003340,2022/06/20 1700,57,801
V003340,2022/06/20 1800,56,909
V003340,2022/06/20 1900,58,853
V003340,2022/06/20 2000,59,681
V003340,2022/06/20 2100,60,536
V003340,2022/06/20 2200,60,467
V003340,2022/06/20 2300,62,325
V003340,2022/06/21 0000,64,223
V003340,2022/06/21 0100,59,174
V003340,2022/06/21 0200,60,151
V003340,2022/06/21 0300,62,117
V003340,2022/06/21 0400,61,133
V003340,2022/06/21 0500,58,124
V003340,2022/06/21 0600,58,170
V003340,2022/06/21 0700,61,282
V003340,2022/06/21 0800,58,703
V003340,2022/06/21 0900,57,823
V003340,2022/06/21 1000,59,756
V003340,2022/06/21 1100,58,740
V003340,2022/06/21 1200,58,737
V003340,2022/06/21 1300,60,634
V003340,2022/06/21 1400,59,743
V003340,2022/06/21 1500,57,840
V003340,2022/06/21 1600,58,743
V003340,2022/06/21 1700,57,739
V003340,2022/06/21 1800,57,884
V003340,2022/06/21 1900,58,788
V003340,2022/06/21 2000,60,555
V003340,2022/06/21 2100,60,478
V003340,2022/06/21 2200,60,490
V003340,2022/06/21 2300,62,326
V003340,2022/06/22 0000,64,243
V003340,2022/06/22 0100,60,175
V003340,2022/06/22 0200,61,146
V003340,2022/06/22 0300,61,117
V003340,2022/06/22 0400,61,103
V003340,2022/06/22 0500,61,126
V003340,2022/06/22 0600,57,148
V003340,2022/06/22 0700,61,306
V003340,2022/06/22 0800,59,570
V003340,2022/06/22 0900,57,801
V003340,2022/06/22 1000,58,585
V003340,2022/06/22 1100,58,611
V003340,2022/06/22 1200,59,582
V003340,2022/06/22 1300,58,580
V003340,2022/06/22 1400,58,688
V003340,2022/06/22 1500,58,615
V003340,2022/06/22 1600,58,707
V003340,2022/06/22 1700,58,755
V003340,2022/06/22 1800,53,812
V003340,2022/06/22 1900,57,695
V003340,2022/06/22 2000,59,577
V003340,2022/06/22 2100,60,490
V003340,2022/06/22 2200,59,503
V003340,2022/06/22 2300,62,303
V003340,2022/06/23 0000,63,185
V003340,2022/06/23 0100,60,192
V003340,2022/06/23 0200,59,117
V003340,2022/06/23 0300,60,101
V003340,2022/06/23 0400,59,119
V003340,2022/06/23 0500,60,114
V003340,2022/06/23 0600,56,180
V003340,2022/06/23 0700,59,287
V003340,2022/06/23 0800,59,572
V003340,2022/06/23 0900,58,763
V003340,2022/06/23 1000,59,676
V003340,2022/06/23 1100,59,699
V003340,2022/06/23 1200,59,657
V003340,2022/06/23 1300,59,581
V003340,2022/06/23 1400,58,565
V003340,2022/06/23 1500,58,797
V003340,2022/06/23 1600,58,770
V003340,2022/06/23 1700,57,772
V003340,2022/06/23 1800,56,847
V003340,2022/06/23 1900,57,901
V003340,2022/06/23 2000,59,687
V003340,2022/06/23 2100,59,484
V003340,2022/06/23 2200,61,412
V003340,2022/06/23 2300,63,291
V003340,2022/06/24 0000,62,228
V003340,2022/06/24 0100,60,146
V003340,2022/06/24 0200,61,115
V003340,2022/06/24 0300,58,88
V003340,2022/06/24 0400,60,116
V003340,2022/06/24 0500,57,121
V003340,2022/06/24 0600,59,194
V003340,2022/06/24 0700,59,287
V003340,2022/06/24 0800,57,701
V003340,2022/06/24 0900,57,728
V003340,2022/06/24 1000,57,633
V003340,2022/06/24 1100,57,616
V003340,2022/06/24 1200,57,757
V003340,2022/06/24 1300,58,630
V003340,2022/06/24 1400,57,689
V003340,2022/06/24 1500,55,694
V003340,2022/06/24 1600,55,828
V003340,2022/06/24 1700,52,813
V003340,2022/06/24 1800,49,787
V003340,2022/06/24 1900,52,803
V003340,2022/06/24 2000,51,763
V003340,2022/06/24 2100,54,670
V003340,2022/06/24 2200,57,598
V003340,2022/06/24 2300,59,412
V003340,2022/06/25 0000,60,252
V003340,2022/06/25 0100,57,194
V003340,2022/06/25 0200,58,126
V003340,2022/06/25 0300,60,114
V003340,2022/06/25 0400,60,121
V003340,2022/06/25 0500,61,139
V003340,2022/06/25 0600,58,229
V003340,2022/06/25 0700,58,366
V003340,2022/06/25 0800,58,490
V003340,2022/06/25 0900,57,617
V003340,2022/06/25 1000,55,743
V003340,2022/06/25 1100,54,702
V003340,2022/06/25 1200,55,699
V003340,2022/06/25 1300,55,687
V003340,2022/06/25 1400,52,633
V003340,2022/06/25 1500,53,879
V003340,2022/06/25 1600,52,759
V003340,2022/06/25 1700,50,923
V003340,2022/06/25 1800,50,853
V003340,2022/06/25 1900,51,801
V003340,2022/06/25 2000,56,812
V003340,2022/06/25 2100,58,629
V003340,2022/06/25 2200,59,550
V003340,2022/06/25 2300,63,474
V003340,2022/06/26 0000,61,333
V003340,2022/06/26 0100,59,256
V003340,2022/06/26 0200,59,219
V003340,2022/06/26 0300,62,147
V003340,2022/06/26 0400,60,143
V003340,2022/06/26 0500,61,137
V003340,2022/06/26 0600,58,209
V003340,2022/06/26 0700,62,248
V003340,2022/06/26 0800,62,323
V003340,2022/06/26 0900,59,407
V003340,2022/06/26 1000,58,489
V003340,2022/06/26 1100,56,612
V003340,2022/06/26 1200,56,692
V003340,2022/06/26 1300,57,592
V003340,2022/06/26 1400,59,667
V003340,2022/06/26 1500,59,670
V003340,2022/06/26 1600,59,686
V003340,2022/06/26 1700,56,594
V003340,2022/06/26 1800,55,751
V003340,2022/06/26 1900,56,711
V003340,2022/06/26 2000,57,733
V003340,2022/06/26 2100,58,679
V003340,2022/06/26 2200,60,521
V003340,2022/06/26 2300,62,360
V003340,2022/06/27 0000,62,256
V003340,2022/06/27 0100,60,169
V003340,2022/06/27 0200,61,135
V003340,2022/06/27 0300,63,87
V003340,2022/06/27 0400,62,79
V003340,2022/06/27 0500,61,58
V003340,2022/06/27 0600,58,131
V003340,2022/06/27 0700,61,270
V003340,2022/06/27 0800,57,643
V003340,2022/06/27 0900,56,634
V003340,2022/06/27 1000,59,511
V003340,2022/06/27 1100,57,581
V003340,2022/06/27 1200,58,588
V003340,2022/06/27 1300,59,619
V003340,2022/06/27 1400,58,604
V003340,2022/06/27 1500,57,727
V003340,2022/06/27 1600,57,689
V003340,2022/06/27 1700,58,718
V003340,2022/06/27 1800,58,694
V003340,2022/06/27 1900,47,829
V003340,2022/06/27 2000,59,572
V003340,2022/06/27 2100,59,468
V003340,2022/06/27 2200,59,452
V003340,2022/06/27 2300,61,261
V003340,2022/06/28 0000,62,195
V003340,2022/06/28 0100,59,143
V003340,2022/06/28 0200,61,106
V003340,2022/06/28 0300,63,68
V003340,2022/06/28 0400,61,102
V003340,2022/06/28 0500,58,90
V003340,2022/06/28 0600,57,212
V003340,2022/06/28 0700,60,340
V003340,2022/06/28 0800,58,607
V003340,2022/06/28 0900,59,716
V003340,2022/06/28 1000,58,732
V003340,2022/06/28 1100,57,664
V003340,2022/06/28 1200,60,626
V003340,2022/06/28 1300,59,685
V003340,2022/06/28 1400,58,706
V003340,2022/06/28 1500,58,826
V003340,2022/06/28 1600,58,733
V003340,2022/06/28 1700,57,857
V003340,2022/06/28 1800,57,954
V003340,2022/06/28 1900,57,855
V003340,2022/06/28 2000,59,604
V003340,2022/06/28 2100,60,578
V003340,2022/06/28 2200,60,494
V003340,2022/06/28 2300,62,336
V003340,2022/06/29 0000,63,227
V003340,2022/06/29 0100,60,177
V003340,2022/06/29 0200,59,133
V003340,2022/06/29 0300,63,96
V003340,2022/06/29 0400,61,109
V003340,2022/06/29 0500,56,91
V003340,2022/06/29 0600,58,170
V003340,2022/06/29 0700,59,383
V003340,2022/06/29 0800,60,723
V003340,2022/06/29 0900,57,673
V003340,2022/06/29 1000,58,731
V003340,2022/06/29 1100,57,706
V003340,2022/06/29 1200,56,738
V003340,2022/06/29 1300,57,762
V003340,2022/06/29 1400,56,627
V003340,2022/06/29 1500,58,753
V003340,2022/06/29 1600,56,308
V003340,2022/06/29 1800,0,0
V003340,2022/06/29 1900,0,0
V003340,2022/06/29 2000,0,0
V003340,2022/06/29 2100,0,0
V003340,2022/06/29 2200,0,0
V003340,2022/06/29 2300,0,0
V003340,2022/06/30 0000,0,0
V003340,2022/06/30 0100,0,0
V003340,2022/06/30 0200,0,0
V003340,2022/06/30 0300,0,0
V003340,2022/06/30 0400,0,0
V003340,2022/06/30 0500,0,0
V003340,2022/06/30 0600,0,0
V003340,2022/06/30 0700,0,0
V003340,2022/06/30 0800,0,0
V003340,2022/06/30 0900,0,0
V003340,2022/06/30 1000,0,0
V003340,2022/06/30 1100,0,0
V003340,2022/06/30 1200,0,0
V003340,2022/06/30 1300,0,0
V003340,2022/06/30 1400,0,0
V003340,2022/06/30 1500,0,0
V003340,2022/06/30 1600,0,0
V003340,2022/06/30 1700,0,0
V003340,2022/06/30 1800,0,0
V003340,2022/06/30 1900,0,0
V003340,2022/06/30 2000,0,0
V003340,2022/06/30 2100,0,0
V003340,2022/06/30 2200,0,0
V003340,2022/06/30 2300,0,0
V003340,2022/06/29 1600,0,0
